AnnotationAccession,SeqID,SeqType,PIRAReadCount,replicon_length,PIRASequencingCoverage,PIRALongestRepliconCoverage,PIRACopyNumber,InitialReadCount,AdditionalReadCount,InitialCopyNumberEstimate,RepliconDNAContent,Organism,Strain,TaxonomicGroup,TaxonomicSubgroup,host,isolation_source,Annotation,Genus,max_replicon_length,normalized_replicon_length,Plasmid,PredictedMobility,log10_replicon_length,log10_PIRACopyNumber,log10_normalized_replicon_length,Size_Cluster
GCF_016406385.1_ASM1640638v1,NZ_CP066426.1,plasmid,19368,4374,4.427983539,0.700888936,6.298247512,19368,0,6.317667914,27548.53462,Enterococcus faecium,Dallas 55,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2877824,0.001519898,CP066426.1,mobilizable,3.640878779,0.799219724,-2.818185451,Cluster_2
GCF_020526025.1_ASM2052602v1,NZ_CP084872.1,plasmid,93915,153259,0.612786199,1.163217299,0.527736781,93648,267,0.526802859,80880.4113,Klebsiella pneumoniae,04A025,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Klebsiella,5351706,0.02863741,CP084872.1,conjugative,5.185425988,-0.277582636,-1.54306626,Cluster_1
GCF_006741355.1_ASM674135v1,NZ_AP019395.1,plasmid,243876,196595,1.240499504,2.316861845,0.564547506,233491,10385,0.535422303,110987.2169,Enterococcus faecium,QU 50,Terrabacteria group,Bacillota,NA,dry soil,Earth,Enterococcus,2535796,0.077527924,AP019395.1,conjugative,5.293572468,-0.248299507,-1.110541844,Cluster_1
GCF_006741355.1_ASM674135v1,NZ_AP019396.1,plasmid,111674,17267,6.467481323,2.316861845,2.779905832,111655,19,2.791483375,48000.634,Enterococcus faecium,QU 50,Terrabacteria group,Bacillota,NA,dry soil,Earth,Enterococcus,2535796,0.006809302,AP019396.1,non-mobilizable,4.237216889,0.444030085,-2.166897423,Cluster_2
GCF_001902535.1_ASM190253v1,NZ_CP018351.1,plasmid,144016,184940,0.778717422,0.587824301,1.356763071,137157,6859,1.324745202,250919.7623,Klebsiella pneumoniae,CAV1417,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Urine/Genitourinary,Humans,Klebsiella,5208900,0.035504617,CP018351.1,conjugative,5.267030853,0.132504014,-1.449715167,Cluster_1
GCF_001902535.1_ASM190253v1,NZ_CP018350.1,plasmid,88408,66920,1.321099821,0.587824301,2.348953529,83394,5014,2.247439956,157191.9702,Klebsiella pneumoniae,CAV1417,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Urine/Genitourinary,Humans,Klebsiella,5208900,0.012847242,CP018350.1,mobilizable,4.825555932,0.370874425,-1.891190088,Cluster_1
GCF_001902535.1_ASM190253v1,NZ_CP018348.1,plasmid,66627,9294,7.168818593,0.587824301,12.18403624,66627,0,12.19551248,113238.4328,Klebsiella pneumoniae,CAV1417,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Urine/Genitourinary,Humans,Klebsiella,5208900,0.001784254,CP018348.1,mobilizable,3.968202668,1.085791182,-2.748543352,Cluster_2
GCF_010365565.1_ASM1036556v1,NZ_CP048380.1,plasmid,13352,244254,0.054664407,0.023327655,2.506239296,9918,3434,2.343330514,612158.9731,Klebsiella variicola,118,Pseudomonadota,Gammaproteobacteria,NA,environment,Unannotated,Klebsiella,5601806,0.043602724,CP048380.1,non-mobilizable,5.387841685,0.399022535,-1.36048638,Cluster_1
GCF_010365565.1_ASM1036556v1,NZ_CP048381.1,plasmid,10029,164790,0.060859275,0.023327655,2.884494446,6553,3476,2.608889509,475335.8398,Klebsiella variicola,118,Pseudomonadota,Gammaproteobacteria,NA,environment,Unannotated,Klebsiella,5601806,0.029417299,CP048381.1,conjugative,5.216930854,0.460069707,-1.531397211,Cluster_1
GCF_028404105.1_ASM2840410v1,NZ_CP116726.1,plasmid,69528,142661,0.487365152,0.793838855,0.627026099,67497,2031,0.613934616,89452.1703,Pseudomonas aeruginosa,2881,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Pseudomonas,7057974,0.020212741,CP116726.1,conjugative,5.154305264,-0.202714382,-1.69437479,Cluster_1
GCF_024918075.1_ASM2491807v1,NZ_CP103551.1,plasmid,175152,113639,1.541301842,1.16611132,1.358343311,169010,6142,1.32174503,154360.7755,Klebsiella pneumoniae,2791,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Klebsiella,5366016,0.021177537,CP103551.1,conjugative,5.055527403,0.133009548,-1.67412456,Cluster_1
GCF_024918075.1_ASM2491807v1,NZ_CP103552.1,plasmid,87882,55976,1.569994283,1.16611132,1.405171671,81480,6402,1.346350264,78655.88945,Klebsiella pneumoniae,2791,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Klebsiella,5366016,0.010431575,CP103552.1,non-mobilizable,4.748001861,0.147729386,-1.981650102,Cluster_1
GCF_024918075.1_ASM2491807v1,NZ_CP103553.1,plasmid,47971,34558,1.3881301,1.16611132,1.245011007,43824,4147,1.190392441,43025.09039,Klebsiella pneumoniae,2791,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Klebsiella,5366016,0.00644016,CP103553.1,non-mobilizable,4.5385486,0.095173191,-2.191103363,Cluster_1
GCF_008931405.1_ASM893140v1,NZ_CP042489.1,plasmid,235300,340181,0.6916906,0.471275539,1.472052839,231286,4014,1.467698921,500764.4068,Enterobacter hormaechei,C15,Pseudomonadota,Gammaproteobacteria,Homo sapiens,clinical sample,Humans,Enterobacter,4780403,0.071161574,CP042489.1,conjugative,5.531710053,0.167923399,-1.147754457,Cluster_1
GCF_008931405.1_ASM893140v1,NZ_CP042490.1,plasmid,58982,60173,0.98020707,0.471275539,2.079431082,58982,0,2.079902284,125125.6065,Enterobacter hormaechei,C15,Pseudomonadota,Gammaproteobacteria,Homo sapiens,clinical sample,Humans,Enterobacter,4780403,0.012587432,CP042490.1,conjugative,4.779401664,0.317944531,-1.900062846,Cluster_1
GCF_008931405.1_ASM893140v1,NZ_CP042491.1,plasmid,19843,4853,4.088811045,0.471275539,8.674086363,19840,3,8.676051921,42095.34112,Enterobacter hormaechei,C15,Pseudomonadota,Gammaproteobacteria,Homo sapiens,clinical sample,Humans,Enterobacter,4780403,0.001015186,CP042491.1,mobilizable,3.686010291,0.938223742,-2.993454219,Cluster_2
GCF_008931405.1_ASM893140v1,NZ_CP042492.1,plasmid,12493,2494,5.009222133,0.471275539,10.62666504,12488,5,10.62907306,26502.90262,Enterobacter hormaechei,C15,Pseudomonadota,Gammaproteobacteria,Homo sapiens,clinical sample,Humans,Enterobacter,4780403,0.000521713,CP042492.1,mobilizable,3.396896449,1.026396992,-3.282568061,Cluster_2
GCF_005954705.1_ASM595470v1,NZ_CP040669.1,plasmid,25370,107560,0.235868353,0.232702655,1.013859794,25204,166,1.013604048,109050.7594,Salmonella enterica subsp. enterica serovar 1;4;[5];12:i:-,SA20082869,Pseudomonadota,Gammaproteobacteria,porcine,NA,Livestock,Salmonella,4904134,0.021932517,CP040669.1,conjugative,5.031650794,0.005977901,-1.658911535,Cluster_1
GCF_005954705.1_ASM595470v1,NZ_CP040670.1,plasmid,35101,3208,10.94170823,0.232702655,47.01986043,35101,0,47.0201264,150839.7123,Salmonella enterica subsp. enterica serovar 1;4;[5];12:i:-,SA20082869,Pseudomonadota,Gammaproteobacteria,porcine,NA,Livestock,Salmonella,4904134,0.000654142,CP040670.1,mobilizable,3.50623436,1.672281336,-3.184327969,Cluster_2
GCF_023066685.1_ASM2306668v1,NZ_CP087630.1,plasmid,338630,178812,1.893776704,1.260234166,1.57248208,321782,16848,1.50271811,281178.6657,Klebsiella pneumoniae subsp. pneumoniae,DD02341,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5413509,0.033030702,CP087630.1,conjugative,5.252396661,0.196585705,-1.481082202,Cluster_1
GCF_023066685.1_ASM2306668v1,NZ_CP087631.1,plasmid,150123,178159,0.84263495,1.260234166,0.685579643,144429,5694,0.668633634,122142.1836,Klebsiella pneumoniae subsp. pneumoniae,DD02341,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5413509,0.032910077,CP087631.1,non-mobilizable,5.250807766,-0.163942087,-1.482671097,Cluster_1
GCF_023066685.1_ASM2306668v1,NZ_CP087632.1,plasmid,104896,99753,1.051557347,1.260234166,0.849142349,101974,2922,0.83441425,84704.49677,Klebsiella pneumoniae subsp. pneumoniae,DD02341,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5413509,0.01842668,CP087632.1,conjugative,4.998925966,-0.071019499,-1.734552897,Cluster_1
GCF_023066685.1_ASM2306668v1,NZ_CP087633.1,plasmid,41124,5596,7.348820586,1.260234166,5.826065247,41124,0,5.831313564,32602.66112,Klebsiella pneumoniae subsp. pneumoniae,DD02341,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5413509,0.00103371,CP087633.1,mobilizable,3.747877706,0.765375344,-2.985601157,Cluster_2
GCF_003010735.1_ASM301073v1,NZ_CP027613.1,plasmid,59296,191856,0.309065132,0.305205652,1.064689326,48994,10302,1.012645507,204267.0353,Klebsiella pneumoniae subsp. ozaenae,AR_0096,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5065840,0.037872495,CP027613.1,conjugative,5.282975386,0.0272229,-1.421676083,Cluster_1
GCF_003010735.1_ASM301073v1,NZ_CP027616.1,plasmid,95865,129985,0.737508174,0.305205652,2.467121427,89892,5973,2.416430263,320688.7788,Klebsiella pneumoniae subsp. ozaenae,AR_0096,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5065840,0.025659121,CP027616.1,conjugative,5.113893239,0.392190525,-1.59075823,Cluster_1
GCF_003010735.1_ASM301073v1,NZ_CP027615.1,plasmid,28121,108623,0.25888624,0.305205652,0.847018676,28121,0,0.848235404,92005.70962,Klebsiella pneumoniae subsp. ozaenae,AR_0096,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5065840,0.021442248,CP027615.1,non-mobilizable,5.035921793,-0.072107014,-1.668729676,Cluster_1
GCF_003010735.1_ASM301073v1,NZ_CP027614.1,plasmid,62073,100759,0.616054149,0.305205652,2.079187309,56499,5574,2.018488665,209496.8341,Klebsiella pneumoniae subsp. ozaenae,AR_0096,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5065840,0.01988989,CP027614.1,conjugative,5.003283849,0.317893616,-1.70136762,Cluster_1
GCF_003010735.1_ASM301073v1,NZ_CP027617.1,plasmid,18997,54242,0.350226762,0.305205652,1.151790575,18819,178,1.147510733,62475.42437,Klebsiella pneumoniae subsp. ozaenae,AR_0096,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5065840,0.010707405,CP027617.1,conjugative,4.734335694,0.06137352,-1.970315774,Cluster_1
GCF_013167315.1_ASM1316731v1,NZ_CP038308.1,plasmid,86102,93167,0.924168429,0.749931315,1.255852281,84787,1315,1.23233743,117003.9894,Escherichia coli O157:H7,SS NE 1040-1,Pseudomonadota,Gammaproteobacteria,cattle,cattle feces,Livestock,Escherichia,5492443,0.016962761,CP038308.1,non-mobilizable,4.969262111,0.098938559,-1.770503447,Cluster_1
GCF_013167315.1_ASM1316731v1,NZ_CP038307.1,plasmid,43089,38515,1.118758925,0.749931315,1.508237981,42903,186,1.491815188,58089.78584,Escherichia coli O157:H7,SS NE 1040-1,Pseudomonadota,Gammaproteobacteria,cattle,cattle feces,Livestock,Escherichia,5492443,0.007012362,CP038307.1,conjugative,4.585629902,0.178469873,-2.154135656,Cluster_1
GCF_013167315.1_ASM1316731v1,NZ_CP038306.1,plasmid,62459,6042,10.33747104,0.749931315,13.77918293,62459,0,13.78455711,83253.82326,Escherichia coli O157:H7,SS NE 1040-1,Pseudomonadota,Gammaproteobacteria,cattle,cattle feces,Livestock,Escherichia,5492443,0.001100057,CP038306.1,mobilizable,3.781180721,1.139223466,-2.958584838,Cluster_2
GCF_020525965.1_ASM2052596v1,NZ_CP084831.1,plasmid,99585,172669,0.57673931,1.241931598,0.505535452,86382,13203,0.46438895,87290.30102,Klebsiella pneumoniae,SB612,Pseudomonadota,Gammaproteobacteria,Water,NA,Water,Klebsiella,5324939,0.032426475,CP084831.1,conjugative,5.237214374,-0.296248383,-1.489100263,Cluster_1
GCF_020525965.1_ASM2052596v1,NZ_CP084832.1,plasmid,39889,131535,0.303257688,1.241931598,0.268441091,33791,6098,0.244182279,35309.39889,Klebsiella pneumoniae,SB612,Pseudomonadota,Gammaproteobacteria,Water,NA,Water,Klebsiella,5324939,0.024701691,CP084832.1,conjugative,5.119041329,-0.571151005,-1.607273308,Cluster_1
GCF_020525965.1_ASM2052596v1,NZ_CP084833.1,plasmid,61954,111507,0.555606374,1.241931598,0.449359388,61434,520,0.447372766,50106.71723,Klebsiella pneumoniae,SB612,Pseudomonadota,Gammaproteobacteria,Water,NA,Water,Klebsiella,5324939,0.020940522,CP084833.1,non-mobilizable,5.047302132,-0.347406181,-1.679012505,Cluster_1
GCF_020525965.1_ASM2052596v1,NZ_CP084834.1,plasmid,51011,109813,0.464526058,1.241931598,0.389760087,46631,4380,0.374035139,42800.72441,Klebsiella pneumoniae,SB612,Pseudomonadota,Gammaproteobacteria,Water,NA,Water,Klebsiella,5324939,0.020622396,CP084834.1,conjugative,5.040653756,-0.409202637,-1.685660881,Cluster_1
GCF_003798425.1_ASM379842v1,NZ_CP033712.1,plasmid,299410,70035,4.27514814,3.991952144,1.079746997,294911,4499,1.070941731,75620.08095,Yersinia pseudotuberculosis,FDAARGOS_581,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Yersinia,5026929,0.013931965,CP033712.1,mobilizable,4.845315133,0.033322005,-1.855987618,Cluster_1
GCF_010669225.1_ASM1066922v1,NZ_CP048628.1,plasmid,64695,46189,1.400658165,1.313243956,1.066563572,64695,0,1.066563572,49263.50484,Megamonas funiformis,JCM 14723,Terrabacteria group,Bacillota,Homo sapiens,feces,Humans,Megamonas,2522577,0.018310244,CP048628.1,non-mobilizable,4.66453856,0.027986747,-1.737305872,Cluster_1
GCF_038086915.1_ASM3808691v1,NZ_CP146975.1,plasmid,153043,69473,2.202913362,0.422225885,5.361206389,149855,3188,5.217381125,372459.0914,Photobacterium damselae subsp. damselae,-,Pseudomonadota,Gammaproteobacteria,Penaeus japonicus,shrimp farm,Animals,Photobacterium,3252046,0.021362859,CP146975.1,NA,4.841816053,0.729262526,-1.670340627,Cluster_1
GCF_038086915.1_ASM3808691v1,NZ_CP146976.1,plasmid,389727,54628,7.134198579,0.422225885,17.25467996,385317,4410,16.89663954,942588.6569,Photobacterium damselae subsp. damselae,-,Pseudomonadota,Gammaproteobacteria,Penaeus japonicus,shrimp farm,Animals,Photobacterium,3252046,0.01679804,CP146976.1,NA,4.737415301,1.236906908,-1.774741379,Cluster_1
GCF_038086915.1_ASM3808691v1,NZ_CP146977.1,plasmid,32588,23562,1.383074442,0.422225885,3.579363008,28801,3787,3.27567421,84336.95119,Photobacterium damselae subsp. damselae,-,Pseudomonadota,Gammaproteobacteria,Penaeus japonicus,shrimp farm,Animals,Photobacterium,3252046,0.007245285,CP146977.1,NA,4.372212152,0.553805745,-2.139944528,Cluster_1
GCF_020149625.1_ASM2014962v1,NZ_CP083875.1,plasmid,190977,170625,1.119279121,0.264190441,4.313935218,189356,1621,4.236637467,736065.1965,Escherichia coli,NDM5,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Escherichia,4758344,0.035858063,CP083875.1,conjugative,5.232042664,0.634873619,-1.445413171,Cluster_1
GCF_013731305.1_ASM1373130v1,NZ_CP056302.1,plasmid,319500,267374,1.194955381,1.244996206,0.969451703,284829,34671,0.959806444,259206.1795,Klebsiella pneumoniae,RHBSTW-00843,Pseudomonadota,Gammaproteobacteria,NA,Wastewater influent sample,Human-impacted,Klebsiella,5297180,0.050474781,CP056302.1,conjugative,5.427119173,-0.013473822,-1.296925557,Cluster_1
GCF_013731305.1_ASM1373130v1,NZ_CP056303.1,plasmid,173473,108572,1.597769222,1.244996206,1.28267455,173462,11,1.283352684,139262.5413,Klebsiella pneumoniae,RHBSTW-00843,Pseudomonadota,Gammaproteobacteria,NA,Wastewater influent sample,Human-impacted,Klebsiella,5297180,0.020496189,CP056303.1,non-mobilizable,5.035717838,0.108116478,-1.688326893,Cluster_1
GCF_029692025.1_ASM2969202v1,NZ_CP119983.1,plasmid,73103,312171,0.234176141,0.306723191,0.763489795,73095,8,0.763477126,238339.3729,Salmonella enterica,CRIN541822,Pseudomonadota,Gammaproteobacteria,NA,poultry rinse,Livestock,Salmonella,4727145,0.066037957,CP119983.1,conjugative,5.494392556,-0.117196763,-1.180206368,Cluster_1
GCF_000783435.2_ASM78343v2,NZ_CP026974.1,plasmid,671855,369152,1.819995557,1.707308964,1.066002461,671697,158,1.066002461,393516.9405,Achromobacter insolitus,FDAARGOS_88,Pseudomonadota,Betaproteobacteria,Homo sapiens,endotracheal aspirate,Humans,Achromobacter,6523893,0.056584619,CP026974.1,non-mobilizable,5.567205226,0.027758207,-1.247301604,Cluster_1
GCF_900639625.1_E8284_hybrid_assembly,NZ_LR135409.1,plasmid,128862,239811,0.537348162,0.481373226,1.168280128,119287,9575,1.116281779,280166.4257,Enterococcus faecium,E8284,Terrabacteria group,Bacillota,NA,NA,Unannotated,Enterococcus,2923480,0.082029294,LR135409.1,conjugative,5.3798691,0.06754699,-1.086031027,Cluster_1
GCF_900639625.1_E8284_hybrid_assembly,NZ_LR135410.1,plasmid,61236,63798,0.959842001,0.481373226,2.014581369,60332,904,1.993966321,128526.2622,Enterococcus faecium,E8284,Terrabacteria group,Bacillota,NA,NA,Unannotated,Enterococcus,2923480,0.021822622,LR135410.1,conjugative,4.804807064,0.304184813,-1.661093063,Cluster_1
GCF_900639625.1_E8284_hybrid_assembly,NZ_LR135411.1,plasmid,36932,9317,3.96393689,0.481373226,8.200890231,36003,929,8.234643457,76407.69428,Enterococcus faecium,E8284,Terrabacteria group,Bacillota,NA,NA,Unannotated,Enterococcus,2923480,0.003186955,LR135411.1,mobilizable,3.969276095,0.913860999,-2.496624032,Cluster_2
GCF_900639625.1_E8284_hybrid_assembly,NZ_LR135412.1,plasmid,39423,3221,12.23936666,0.481373226,25.33922109,38757,666,25.42593976,81617.63114,Enterococcus faecium,E8284,Terrabacteria group,Bacillota,NA,NA,Unannotated,Enterococcus,2923480,0.001101769,LR135412.1,non-mobilizable,3.507990725,1.403793261,-2.957909402,Cluster_2
GCF_900639625.1_E8284_hybrid_assembly,NZ_LR135413.1,plasmid,50216,2947,17.03970139,0.481373226,35.46481887,49172,1044,35.39810786,104514.8212,Enterococcus faecium,E8284,Terrabacteria group,Bacillota,NA,NA,Unannotated,Enterococcus,2923480,0.001008045,LR135413.1,non-mobilizable,3.469380136,1.549797746,-2.996519991,Cluster_2
GCF_020735745.1_ASM2073574v1,NZ_CP085937.1,plasmid,10244986,628583,16.29854132,16.28895732,1.001596331,10215076,29910,1.000588374,629586.4267,Lachnospira eligens,FDAARGOS_1570,Terrabacteria group,Bacillota,NA,NA,Unannotated,Lachnospira,2144199,0.29315516,CP085937.1,non-mobilizable,5.798362631,0.000692725,-0.532902458,Cluster_1
GCF_026427555.1_ASM2642755v1,NZ_CP094953.1,plasmid,13941,14130,0.986624204,2.809706263,0.609370209,0,13941,0.351148523,8610.401051,Lacticaseibacillus rhamnosus,VHProbi F20,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Lacticaseibacillus,3006636,0.004699604,CP094953.1,non-mobilizable,4.150142162,-0.215118782,-2.327938691,Cluster_2
GCF_000769405.2_CC275e2020,NZ_CP053440.1,plasmid,1150721,971705,1.184228753,1.124298053,1.055083713,1147146,3575,1.053304993,1025230.119,Rhizobium brockwellii,CC275e,Pseudomonadota,Alphaproteobacteria,Trifolium repens,soil,Earth,Rhizobium,4835120,0.200968125,CP053440.1,non-mobilizable,5.987534437,0.023286919,-0.69687282,Cluster_1
GCF_000769405.2_CC275e2020,NZ_CP053441.1,plasmid,412917,492830,0.837848751,1.124298053,0.746291268,412171,746,0.745219428,367794.7255,Rhizobium brockwellii,CC275e,Pseudomonadota,Alphaproteobacteria,Trifolium repens,soil,Earth,Rhizobium,4835120,0.10192715,CP053441.1,non-mobilizable,5.692697137,-0.12709164,-0.99171012,Cluster_1
GCF_000769405.2_CC275e2020,NZ_CP053442.1,plasmid,135064,261950,0.515609849,1.124298053,0.458739028,134684,380,0.458606015,120166.6883,Rhizobium brockwellii,CC275e,Pseudomonadota,Alphaproteobacteria,Trifolium repens,soil,Earth,Rhizobium,4835120,0.054176525,CP053442.1,non-mobilizable,5.418218403,-0.33843431,-1.266188854,Cluster_1
GCF_000769405.2_CC275e2020,NZ_CP053443.1,plasmid,149381,260097,0.574328039,1.124298053,0.510604471,149381,0,0.510832548,132806.691,Rhizobium brockwellii,CC275e,Pseudomonadota,Alphaproteobacteria,Trifolium repens,soil,Earth,Rhizobium,4835120,0.053793287,CP053443.1,non-mobilizable,5.415135343,-0.291915387,-1.269271914,Cluster_1
GCF_000769405.2_CC275e2020,NZ_CP053444.1,plasmid,42200,154225,0.273626195,1.124298053,0.244019129,41435,765,0.24337514,37633.85016,Rhizobium brockwellii,CC275e,Pseudomonadota,Alphaproteobacteria,Trifolium repens,soil,Earth,Rhizobium,4835120,0.03189683,CP053444.1,conjugative,5.188154779,-0.612576127,-1.496252478,Cluster_1
GCF_000769405.2_CC275e2020,NZ_CP053445.1,plasmid,55601,142731,0.389550974,1.124298053,0.346329023,55601,0,0.346483722,49431.88776,Rhizobium brockwellii,CC275e,Pseudomonadota,Alphaproteobacteria,Trifolium repens,soil,Earth,Rhizobium,4835120,0.02951964,CP053445.1,conjugative,5.154518309,-0.460511112,-1.529888949,Cluster_1
GCF_000179015.2_ASM17901v2,NC_014908.1,plasmid,1592585,119718,13.30280325,10.19894337,1.304331515,1421222,171363,1.304331515,156151.9603,Alicycliphilus denitrificans BC,BC,Pseudomonadota,Betaproteobacteria,NA,NA,Unannotated,Alicycliphilus,4637013,0.025817913,14908.1,conjugative,5.078159453,0.115387988,-1.588078861,Cluster_1
GCF_000179015.2_ASM17901v2,NC_014911.1,plasmid,1498206,78982,18.96895495,10.19894337,1.859894134,1430943,67263,1.859894134,146898.1585,Alicycliphilus denitrificans BC,BC,Pseudomonadota,Betaproteobacteria,NA,NA,Unannotated,Alicycliphilus,4637013,0.017032948,14911.1,conjugative,4.897528127,0.269488225,-1.768710187,Cluster_1
GCF_017101655.1_ASM1710165v1,NZ_CP063960.1,plasmid,421015,208224,2.02193311,4.064363354,0.501668795,417023,3992,0.497478433,104459.4833,Clostridium botulinum,3859/11,Terrabacteria group,Bacillota,Bovine,feces,Livestock,Clostridium,2885959,0.072150713,CP063960.1,NA,5.318530785,-0.299582912,-1.141759372,Cluster_1
GCF_017101655.1_ASM1710165v1,NZ_CP063961.1,plasmid,466586,130118,3.585868212,4.064363354,0.895026193,456066,10520,0.88227058,116459.0182,Clostridium botulinum,3859/11,Terrabacteria group,Bacillota,Bovine,feces,Livestock,Clostridium,2885959,0.045086573,CP063961.1,NA,5.114337379,-0.048164255,-1.345952778,Cluster_1
GCF_017101655.1_ASM1710165v1,NZ_CP063962.1,plasmid,279766,64000,4.37134375,4.064363354,1.131425066,265830,13936,1.075529762,72411.20424,Clostridium botulinum,3859/11,Terrabacteria group,Bacillota,Bovine,feces,Livestock,Clostridium,2885959,0.022176337,CP063962.1,NA,4.806179974,0.053625796,-1.654110183,Cluster_1
